Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
22/03/2024;Mujer;España;La Rioja;En pareja;3 noches;;4;;10;9;;Los ha encontrado en su recorrido;;10;10;10;10;6;8;9;10;10;Sí;8;6;7;;10;No ha buscado información;7;10;+65;;Familia;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;8
22/03/2024;Mujer;España;Madrid;Sólo;Residente;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;PIT Palacio Real;Residente;10;10
22/03/2024;Mujer;España;Madrid;Residente;Residente;;5;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;6;10;10;10;10;Sí;10;9;10;;10;No ha buscado información;9;10;+65;;Residente;10;10;10;10;PIT de Callao;Residente;10;10
22/03/2024;Hombre;México;;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;10
22/03/2024;Hombre;España;Alicante;En pareja;2 noches;;6;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;6;8;10;10;10;Sí;10;5;10;;10;No ha buscado información;7;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
22/03/2024;Mujer;España;Valencia;Grupo Organizado;3 noches;;5;;3;8;;Los ha encontrado en su recorrido;;8;8;8;8;5;8;8;8;8;Sí;8;8;8;;8;No ha buscado información;8;8;15-24;;Ocio, recreo y vacaciones;8;8;8;8;PIT de Callao;Tren;8;8
22/03/2024;Hombre;India;;En familia;3 noches;;5;;4;8;;Los ha encontrado en su recorrido;;8;8;8;8;5;8;8;9;8;Sí;8;8;8;;8;No ha buscado información;8;8;25-44;;Ocio, recreo y vacaciones;8;8;8;8;PIT de Callao;Avión;8;8
22/03/2024;Hombre;Colombia;;En familia;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;10
17/04/2024;Mujer;México;;En pareja;3 noches;;6;;6;6;;Los ha encontrado en su recorrido;;6;6;6;6;6;6;6;6;6;Sí;6;6;6;;6;Guías turísticas publicadas sobre la ciudad;6;6;45-64;;Ocio, recreo y vacaciones;6;6;6;6;PIT de Callao;Avión;6;6
23/04/2024;Hombre;México;;En pareja;3 noches;;5;;5;5;;Los había visto anteriormente;;5;5;5;5;5;5;5;5;5;Sí;5;5;5;;5;Guías turísticas publicadas sobre la ciudad;5;5;25-44;;Ocio, recreo y vacaciones;5;5;5;5;PIT del Paseo del Prado;Avión;5;5
11/05/2024;Mujer;Francia;;En pareja;De 4 a 7 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Guías turísticas publicadas sobre la ciudad;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;PIT de Callao;Avión;9;9
11/05/2024;Mujer;Argentina;;Con amigos;3 noches;;8;;8;8;;Los había visto anteriormente;;8;8;8;8;8;8;8;8;8;Sí;8;8;8;;8;Guías turísticas publicadas sobre la ciudad;8;8;45-64;;Ocio, recreo y vacaciones;8;8;8;8;PIT de Callao;Avión;8;8
11/05/2024;Hombre;España;Madrid;Sólo;Residente;;5;;5;5;;Los había visto anteriormente;;5;5;5;5;5;5;5;5;5;Sí;5;5;5;;5;Guías turísticas publicadas sobre la ciudad;5;5;+65;;Cultura;5;5;5;5;PIT de Callao;Residente;5;5
11/05/2024;Mujer;España;Cantabria;En familia;3 noches;;8;;8;8;;Los había visto anteriormente;;8;8;8;8;8;8;8;5;8;Sí;8;8;8;;8;No ha buscado información;8;8;25-44;;Ocio, recreo y vacaciones;8;8;8;8;PIT de Callao;Avión;8;8
13/05/2024;Mujer;Dinamarca;;En pareja;3 noches;;2;;10;10;;Los había visto anteriormente;;10;10;10;10;3;5;6;9;10;Sí;5;6;8;;5;Guías turísticas publicadas sobre la ciudad;4;5;45-64;;Ocio, recreo y vacaciones;10;8;5;6;PIT de Callao;Avión;10;5
13/05/2024;Hombre;España;Guadalajara;En pareja;Excursionista;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;5;5;9;9;Sí;5;5;9;;9;No ha buscado información;5;9;45-64;;Tránsito;9;9;5;5;PIT de Callao;Coche particular;9;5
13/05/2024;Hombre;Francia;;En pareja;3 noches;;9;;9;5;;Los había visto anteriormente;;5;5;5;5;9;5;5;9;5;Sí;5;5;9;;9;No ha buscado información;5;9;45-64;;Ocio, recreo y vacaciones;5;9;5;5;PIT de Callao;Avión;5;5
15/05/2024;Mujer;Francia;;Sólo;1 noche;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;5;5;9;9;Sí;5;5;9;;9;No ha buscado información;5;9;25-44;;Ocio, recreo y vacaciones;9;9;5;5;PIT de Callao;Avión;9;5
15/05/2024;Mujer;México;;Con amigos;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;25-44;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Avión;10;5
15/05/2024;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;+65;;Residente;10;10;5;5;PIT del Paseo del Prado;Residente;10;5
15/05/2024;Hombre;España;Barcelona;En pareja;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;25-44;;Ocio, recreo y vacaciones;10;10;5;5;PIT del Paseo del Prado;Coche particular;10;5
15/05/2024;Mujer;España;Cádiz;Con amigos;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;25-44;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Tren;10;5
15/05/2024;Mujer;Reino Unido;;En pareja;2 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;45-64;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Avión;10;5
15/05/2024;Hombre;España;Sevilla;En pareja;1 noche;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;25-44;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Tren;10;5
15/05/2024;Hombre;España;Madrid;Residente;2 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;+65;;Residente;10;10;5;5;PIT de Callao;Residente;10;5
15/05/2024;Mujer;Argentina;;En pareja;2 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;45-64;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Avión;10;5
15/05/2024;Mujer;Italia;;En familia;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;5;5;10;10;Sí;5;5;10;;10;No ha buscado información;5;10;15-24;;Ocio, recreo y vacaciones;10;10;5;5;PIT de Callao;Avión;10;5
15/05/2024;Mujer;China;;Con amigos;2 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;5;5;10;9;Sí;5;5;9;;9;No ha buscado información;5;9;25-44;;Ocio, recreo y vacaciones;9;9;5;5;PIT de Callao;Avión;9;5
17/05/2024;Hombre;España;Sevilla;En pareja;3 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;5;5;9;9;Sí;5;5;6;;6;No ha buscado información;5;6;45-64;;Ocio, recreo y vacaciones;9;6;5;5;PIT de Callao;Tren;9;5
17/05/2024;Mujer;España;Madrid;Sólo;Residente;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;5;5;9;9;Sí;5;5;9;;9;No ha buscado información;5;9;+65;;Residente;9;9;5;5;PIT de Callao;Residente;9;5
17/05/2024;Mujer;Francia;;Con amigos;3 noches;;NS/NC;;NS/NC;NS/NC;;Los había visto anteriormente;;9;9;9;9;NS/NC;5;5;9;NS/NC;Sí;5;5;NS/NC;;NS/NC;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;PIT de Callao;Avión;9;5
17/05/2024;Hombre;Estados Unidos;;En familia;3 noches;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Hombre;Portugal;;Con amigos;3 noches;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Mujer;Francia;;Con amigos;3 noches;;5;;5;5;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Mujer;Francia;;Con amigos;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Mujer;España;Valladolid;Con amigos;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Tren;9;5
17/05/2024;Mujer;España;Valladolid;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Tren;9;5
17/05/2024;Mujer;España;Barcelona;En familia;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Tren;9;5
17/05/2024;Hombre;Etiopía;;En familia;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Mujer;España;Barcelona;En pareja;3 noches;;5;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Tren;9;5
17/05/2024;Mujer;Alemania;;Grupo Organizado;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
17/05/2024;Mujer;España;Huelva;En familia;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Coche particular;9;5
19/05/2024;Mujer;Turquía;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;PIT Palacio Real;Avión;9;5
19/05/2024;Hombre;Estados Unidos;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;PIT Palacio Real;Avión;9;5
19/05/2024;Hombre;Italia;;En pareja;3 noches;;5;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;PIT Palacio Real;Avión;9;5
19/05/2024;Mujer;México;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;PIT Palacio Real;Avión;9;5
19/05/2024;Hombre;Japón;;Con amigos;3 noches;;5;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;PIT Palacio Real;Avión;9;5
19/05/2024;Mujer;Territorio Palestino;;En pareja;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
21/05/2024;Hombre;España;Madrid;Sólo;Residente;;5;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;+65;;Residente;9;5;5;5;Centro de Turismo de la Plaza Mayor;Residente;9;5
21/05/2024;Hombre;México;;Con amigos;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Corea del Sur;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Hombre;China;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Hombre;España;Zaragoza;En familia;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Coche particular;9;5
21/05/2024;Hombre;Estados Unidos;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;+65;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Italia;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Suecia;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Reino Unido;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;+65;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;México;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;+65;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Portugal;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Francia;;En pareja;De 4 a 7 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
21/05/2024;Mujer;Italia;;En pareja;2 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;5;9;6;Sí;5;5;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;5;6;Centro de Turismo de la Plaza Mayor;Avión;9;5
22/05/2024;Hombre;Francia;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;6;9;5;Sí;6;6;6;;6;No ha buscado información;6;6;+65;;Ocio, recreo y vacaciones;9;6;6;6;PIT de Callao;Coche particular;9;6
22/05/2024;Hombre;Alemania;;En pareja;1 noche;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;6;Sí;6;6;5;;5;No ha buscado información;6;5;25-44;;Ocio, recreo y vacaciones;9;5;6;6;PIT de Callao;Avión;9;6
22/05/2024;Mujer;España;Madrid;Sólo;Residente;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;6;6;9;9;Sí;6;6;6;;5;No ha buscado información;6;5;+65;;Residente;9;6;5;5;PIT de Callao;Residente;9;5
22/05/2024;Hombre;Francia;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;6;9;6;Sí;6;6;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;5
22/05/2024;Mujer;Australia;;En pareja;3 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;6;9;6;Sí;6;6;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Mujer;Francia;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;5;No ha buscado información;6;6;+65;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Hombre;España;Madrid;En pareja;Residente;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;5;No ha buscado información;6;6;+65;;Residente;9;5;6;6;Centro de Turismo de la Plaza Mayor;Residente;9;6
22/05/2024;Mujer;Estados Unidos;;Con amigos;2 noches;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;6;No ha buscado información;6;6;+65;;Ocio, recreo y vacaciones;9;6;5;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Mujer;Argentina;;En familia;Residente;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;5;;5;No ha buscado información;6;5;25-44;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Mujer;España;Vizcaya;Con amigos;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;6;5;5;9;5;Sí;5;5;6;;6;No ha buscado información;5;6;+65;;Ocio, recreo y vacaciones;9;6;5;5;Centro de Turismo de la Plaza Mayor;Tren;9;5
22/05/2024;Hombre;Estados Unidos;;En familia;3 noches;;5;;5;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;6;No ha buscado información;6;9;45-64;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Mujer;Francia;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;5;9;5;Sí;5;6;6;;5;No ha buscado información;6;6;+65;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Hombre;Italia;;Con amigos;3 noches;;5;;6;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;5;;5;No ha buscado información;6;5;+65;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Hombre;Malasia;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;5;;5;No ha buscado información;6;5;45-64;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
22/05/2024;Hombre;Francia;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;6;;6;No ha buscado información;5;6;45-64;;Ocio, recreo y vacaciones;9;6;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Hombre;Argentina;;En pareja;3 noches;;5;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;6;;6;No ha buscado información;5;6;45-64;;Ocio, recreo y vacaciones;9;6;5;5;PIT de Callao;Avión;9;5
23/05/2024;Hombre;Francia;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;6;6;6;;6;No ha buscado información;5;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
23/05/2024;Hombre;España;Pontevedra;En pareja;2 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;5;5;9;6;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Coche particular;9;5
23/05/2024;Mujer;Chile;;Sólo;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;6;No ha buscado información;6;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Canadá;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Reino Unido;;Sólo;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;El Salvador;;Sólo;3 noches;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;6;;6;No ha buscado información;5;6;25-44;;Ocio, recreo y vacaciones;9;6;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Islandia;;Con amigos;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Brasil;;Sólo;2 noches;;5;;5;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;6;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Colombia;;En pareja;2 noches;;6;;6;9;;Los había visto anteriormente;;9;9;9;9;6;5;5;9;6;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Hombre;India;;En pareja;3 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Mujer;Italia;;Con amigos;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;6;6;9;5;Sí;6;6;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;Centro de Turismo de la Plaza Mayor;Avión;9;6
23/05/2024;Mujer;Francia;;En pareja;2 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;5;5;9;6;Sí;5;5;6;;6;No ha buscado información;5;6;+65;;Ocio, recreo y vacaciones;9;6;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Hombre;Francia;;En familia;3 noches;;6;;6;9;;Los había visto anteriormente;;9;9;9;9;6;5;5;9;6;Sí;5;5;5;;5;No ha buscado información;5;5;45-64;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
23/05/2024;Hombre;Francia;;En pareja;2 noches;;5;;9;9;;Los había visto anteriormente;;9;9;9;9;5;5;5;9;5;Sí;5;5;5;;5;No ha buscado información;5;5;25-44;;Ocio, recreo y vacaciones;9;5;5;5;Centro de Turismo de la Plaza Mayor;Avión;9;5
